date,warehouse_id,city,capacity_limit,capacity_used_pct,daily_orders_processed,efficiency_score,error_rate_pct,staff_count,avg_processing_min,vehicles_in,vehicles_out,month,weekday,is_weekend
2024-10-17,WH-06,Adana,15000,61.61,30,0.7982,1.7713,7,9.84,3,4,10,3,False
2024-10-17,WH-07,Konya,12000,70.69,23,0.7619,2.0305,6,11.19,5,3,10,3,False
2024-10-17,WH-08,Kocaeli,22000,50.23,46,0.867,2.0634,11,9.23,7,5,10,3,False
2024-10-18,WH-01,İstanbul,50000,62.64,117,0.8867,1.2791,26,8.22,5,8,10,4,False
2024-10-18,WH-02,Ankara,30000,61.82,58,0.8417,1.7676,15,8.54,4,4,10,4,False
2024-10-18,WH-03,İzmir,25000,68.21,61,0.8633,0.1,13,9.18,7,5,10,4,False
2024-10-18,WH-04,Bursa,20000,71.41,49,0.8109,1.7179,11,9.0,3,5,10,4,False
2024-10-18,WH-05,Antalya,18000,54.54,43,0.7638,1.3211,11,10.57,6,5,10,4,False
2024-10-18,WH-06,Adana,15000,59.27,26,0.7392,2.1384,6,10.09,2,3,10,4,False
2024-10-18,WH-07,Konya,12000,64.27,29,0.7347,2.9386,7,10.85,2,1,10,4,False
2024-10-18,WH-08,Kocaeli,22000,65.04,42,0.9292,0.1316,9,8.73,6,7,10,4,False
2024-10-19,WH-01,İstanbul,50000,67.33,65,0.8764,0.9221,24,8.94,7,4,10,5,True
2024-10-19,WH-02,Ankara,30000,63.14,35,0.8162,1.3065,15,9.69,2,5,10,5,True
2024-10-19,WH-03,İzmir,25000,64.8,33,0.8526,0.6526,11,9.94,6,4,10,5,True
2024-10-19,WH-04,Bursa,20000,56.73,27,0.7763,2.2363,10,10.08,5,1,10,5,True
2024-10-19,WH-05,Antalya,18000,66.56,24,0.763,1.8969,8,10.01,4,5,10,5,True
2024-10-19,WH-06,Adana,15000,67.4,20,0.7274,2.6148,6,10.66,3,3,10,5,True
2024-10-19,WH-07,Konya,12000,70.63,17,0.715,2.498,6,10.99,1,1,10,5,True
2024-10-19,WH-08,Kocaeli,22000,49.84,30,0.8415,1.6988,10,8.97,5,7,10,5,True
2024-10-20,WH-01,İstanbul,50000,73.2,34,0.8492,0.4358,25,10.22,3,5,10,6,True
2024-10-20,WH-02,Ankara,30000,49.21,28,0.7968,2.1218,15,9.38,4,4,10,6,True
2024-10-20,WH-03,İzmir,25000,60.42,29,0.8429,1.0935,12,9.38,3,6,10,6,True
2024-10-20,WH-04,Bursa,20000,50.13,15,0.8123,1.6033,9,10.15,4,2,10,6,True
2024-10-20,WH-05,Antalya,18000,54.97,19,0.7961,1.3795,8,9.78,4,6,10,6,True
2024-10-20,WH-06,Adana,15000,65.67,15,0.7444,2.9989,6,10.92,0,6,10,6,True
2024-10-20,WH-07,Konya,12000,52.71,11,0.7309,1.864,5,11.95,3,4,10,6,True
2024-10-20,WH-08,Kocaeli,22000,65.71,19,0.8846,0.5403,9,9.18,1,5,10,6,True
2024-10-21,WH-01,İstanbul,50000,69.04,104,0.8204,2.2494,25,10.26,8,11,10,0,False
2024-10-21,WH-02,Ankara,30000,63.89,77,0.7938,1.4622,14,10.16,6,6,10,0,False
2024-10-21,WH-03,İzmir,25000,65.07,58,0.8882,1.479,12,8.23,7,6,10,0,False
2024-10-21,WH-04,Bursa,20000,70.57,45,0.8233,0.8966,9,9.96,4,5,10,0,False
2024-10-21,WH-05,Antalya,18000,55.42,33,0.8833,0.3625,8,9.86,2,5,10,0,False
2024-10-21,WH-06,Adana,15000,56.74,28,0.7881,0.7681,6,10.48,5,2,10,0,False
2024-10-21,WH-07,Konya,12000,69.06,28,0.754,2.0448,7,11.26,2,4,10,0,False
2024-10-21,WH-08,Kocaeli,22000,66.41,47,0.8309,0.9612,9,9.53,7,3,10,0,False
2024-10-22,WH-01,İstanbul,50000,58.56,88,0.9057,1.1894,24,8.63,8,8,10,1,False
2024-10-22,WH-02,Ankara,30000,58.25,73,0.841,2.0449,15,9.72,6,5,10,1,False
2024-10-22,WH-03,İzmir,25000,61.75,41,0.8555,1.8778,11,9.43,5,3,10,1,False
2024-10-22,WH-04,Bursa,20000,73.63,44,0.8423,0.9588,10,9.57,6,5,10,1,False
2024-10-22,WH-05,Antalya,18000,63.35,31,0.8066,2.3038,8,10.35,4,5,10,1,False
2024-10-22,WH-06,Adana,15000,64.54,28,0.748,2.9849,7,11.1,3,1,10,1,False
2024-10-22,WH-07,Konya,12000,69.25,22,0.7042,1.0992,5,12.04,3,4,10,1,False
2024-10-22,WH-08,Kocaeli,22000,70.33,42,0.9388,0.446,12,7.47,5,5,10,1,False
2024-10-23,WH-01,İstanbul,50000,68.96,89,0.866,1.3511,24,10.27,8,9,10,2,False
2024-10-23,WH-02,Ankara,30000,70.45,65,0.7899,1.6903,16,9.84,7,8,10,2,False
2024-10-23,WH-03,İzmir,25000,68.29,54,0.8454,1.7215,11,9.31,4,5,10,2,False
2024-10-23,WH-04,Bursa,20000,52.11,35,0.7676,1.4129,9,10.75,1,5,10,2,False
2024-10-23,WH-05,Antalya,18000,70.1,32,0.7413,2.2368,7,10.55,6,4,10,2,False
2024-10-23,WH-06,Adana,15000,62.33,31,0.7282,2.7995,7,11.71,3,2,10,2,False
2024-10-23,WH-07,Konya,12000,50.71,19,0.7853,1.0697,5,10.13,4,2,10,2,False
2024-10-23,WH-08,Kocaeli,22000,55.17,39,0.8491,1.671,10,8.81,6,4,10,2,False
2024-10-24,WH-01,İstanbul,50000,48.85,100,0.879,1.2732,24,9.51,8,6,10,3,False
2024-10-24,WH-02,Ankara,30000,62.85,59,0.789,2.1648,14,10.01,2,4,10,3,False
2024-10-24,WH-03,İzmir,25000,58.25,53,0.8272,1.3889,10,9.86,3,3,10,3,False
2024-10-24,WH-04,Bursa,20000,51.65,39,0.7653,1.6028,9,11.08,5,6,10,3,False
2024-10-24,WH-05,Antalya,18000,58.22,43,0.7644,2.5991,9,12.24,5,3,10,3,False
2024-10-24,WH-06,Adana,15000,72.88,29,0.8307,0.7395,6,9.84,5,1,10,3,False
2024-10-24,WH-07,Konya,12000,66.25,23,0.7171,2.2471,5,11.43,6,5,10,3,False
2024-10-24,WH-08,Kocaeli,22000,52.97,48,0.898,0.8299,11,8.82,3,6,10,3,False
2024-10-25,WH-01,İstanbul,50000,72.0,121,0.8824,0.9633,25,10.03,7,13,10,4,False
2024-10-25,WH-02,Ankara,30000,70.26,72,0.8035,1.2617,14,9.34,7,7,10,4,False
2024-10-25,WH-03,İzmir,25000,66.09,59,0.8606,0.3057,11,9.23,7,6,10,4,False
2024-10-25,WH-04,Bursa,20000,55.66,38,0.8012,1.8449,7,9.9,3,2,10,4,False
2024-10-25,WH-05,Antalya,18000,73.5,45,0.8237,1.2357,10,9.43,7,4,10,4,False
2024-10-25,WH-06,Adana,15000,69.22,34,0.7271,1.2001,7,10.54,6,6,10,4,False
2024-10-25,WH-07,Konya,12000,68.19,25,0.7393,2.4238,6,11.09,5,2,10,4,False
2024-10-25,WH-08,Kocaeli,22000,53.36,49,0.8608,1.3533,13,9.5,2,5,10,4,False
2024-10-26,WH-01,İstanbul,50000,70.37,65,0.8497,1.9105,24,9.3,5,5,10,5,True
2024-10-26,WH-02,Ankara,30000,61.26,34,0.8175,2.3233,14,9.75,6,7,10,5,True
2024-10-26,WH-03,İzmir,25000,58.35,35,0.8356,1.962,10,9.23,2,3,10,5,True
2024-10-26,WH-04,Bursa,20000,68.15,27,0.909,0.8121,9,8.59,5,2,10,5,True
2024-10-26,WH-05,Antalya,18000,59.52,26,0.7842,2.1849,8,10.5,5,6,10,5,True
2024-10-26,WH-06,Adana,15000,57.0,16,0.7435,1.3335,5,10.44,2,6,10,5,True
2024-10-26,WH-07,Konya,12000,68.16,19,0.7648,2.2201,5,10.52,5,5,10,5,True
2024-10-26,WH-08,Kocaeli,22000,52.34,27,0.8737,0.1,10,9.01,2,6,10,5,True
2024-10-27,WH-01,İstanbul,50000,72.71,43,0.8642,1.1982,25,9.66,4,3,10,6,True
2024-10-27,WH-02,Ankara,30000,57.81,28,0.817,1.843,14,10.02,3,3,10,6,True
2024-10-27,WH-03,İzmir,25000,71.53,22,0.8475,0.6903,14,9.51,1,3,10,6,True
2024-10-27,WH-04,Bursa,20000,57.6,14,0.8709,1.4478,11,9.02,0,1,10,6,True
2024-10-27,WH-05,Antalya,18000,62.82,18,0.8005,0.9517,8,8.71,1,4,10,6,True
2024-10-27,WH-06,Adana,15000,58.05,14,0.7659,1.3163,6,12.01,3,1,10,6,True
2024-10-27,WH-07,Konya,12000,60.13,11,0.7433,0.5387,5,10.73,0,3,10,6,True
2024-10-27,WH-08,Kocaeli,22000,73.48,21,0.8718,0.4517,9,9.68,4,4,10,6,True
2024-10-28,WH-01,İstanbul,50000,67.32,98,0.9151,0.8171,23,8.91,5,8,10,0,False
2024-10-28,WH-02,Ankara,30000,53.78,61,0.849,1.3807,16,9.44,3,4,10,0,False
2024-10-28,WH-03,İzmir,25000,67.85,48,0.8414,1.9145,12,9.18,4,8,10,0,False
2024-10-28,WH-04,Bursa,20000,67.53,42,0.8367,1.1644,10,9.28,2,3,10,0,False
2024-10-28,WH-05,Antalya,18000,57.63,38,0.7665,2.8494,8,10.63,6,4,10,0,False
2024-10-28,WH-06,Adana,15000,62.23,26,0.7867,1.9016,5,9.85,1,3,10,0,False
2024-10-28,WH-07,Konya,12000,55.81,27,0.755,2.0851,5,10.95,3,6,10,0,False
2024-10-28,WH-08,Kocaeli,22000,64.28,49,0.8681,0.6904,10,9.32,7,4,10,0,False
2024-10-29,WH-01,İstanbul,50000,68.67,110,0.858,0.9755,25,9.21,7,10,10,1,False
2024-10-29,WH-02,Ankara,30000,43.78,59,0.7938,2.5167,15,10.34,5,8,10,1,False
2024-10-29,WH-03,İzmir,25000,67.87,52,0.8544,1.7573,12,8.5,5,8,10,1,False
2024-10-29,WH-04,Bursa,20000,60.24,37,0.901,0.8515,11,8.77,2,7,10,1,False
2024-10-29,WH-05,Antalya,18000,65.48,37,0.7744,1.3485,8,9.94,5,6,10,1,False
2024-10-29,WH-06,Adana,15000,61.55,30,0.7848,1.3159,6,10.05,5,7,10,1,False
2024-10-29,WH-07,Konya,12000,71.42,23,0.6878,1.5558,5,12.6,3,3,10,1,False
2024-10-29,WH-08,Kocaeli,22000,76.65,45,0.8922,0.1599,10,8.53,7,6,10,1,False
2024-10-30,WH-01,İstanbul,50000,51.46,85,0.8421,1.5029,25,9.68,5,6,10,2,False
2024-10-30,WH-02,Ankara,30000,61.45,51,0.7894,2.3597,15,9.35,4,4,10,2,False
2024-10-30,WH-03,İzmir,25000,56.4,48,0.8614,1.4856,9,10.41,2,8,10,2,False
2024-10-30,WH-04,Bursa,20000,58.79,42,0.8287,1.7408,7,9.86,3,7,10,2,False
2024-10-30,WH-05,Antalya,18000,72.12,35,0.762,2.0531,9,10.02,1,7,10,2,False
2024-10-30,WH-06,Adana,15000,57.33,30,0.7438,1.1808,5,11.17,3,2,10,2,False
2024-10-30,WH-07,Konya,12000,68.31,25,0.7087,2.7224,6,11.54,6,2,10,2,False
2024-10-30,WH-08,Kocaeli,22000,59.75,43,0.8629,0.9133,11,9.65,3,2,10,2,False
2024-10-31,WH-01,İstanbul,50000,70.9,93,0.8716,0.9559,24,9.55,8,8,10,3,False
2024-10-31,WH-02,Ankara,30000,64.11,58,0.8683,1.4701,16,10.03,5,6,10,3,False
2024-10-31,WH-03,İzmir,25000,83.9,51,0.8646,0.4231,11,8.45,7,6,10,3,False
2024-10-31,WH-04,Bursa,20000,66.76,44,0.8152,1.5685,9,9.38,2,2,10,3,False
2024-10-31,WH-05,Antalya,18000,66.21,43,0.7926,1.6101,7,9.22,6,2,10,3,False
2024-10-31,WH-06,Adana,15000,61.3,33,0.6932,1.7185,7,11.89,4,6,10,3,False
2024-10-31,WH-07,Konya,12000,74.04,22,0.698,3.2166,5,11.73,6,4,10,3,False
2024-10-31,WH-08,Kocaeli,22000,71.59,44,0.8071,1.406,12,9.37,5,2,10,3,False
2024-11-01,WH-01,İstanbul,50000,68.56,170,0.8188,1.0168,33,10.48,8,16,11,4,False
2024-11-01,WH-02,Ankara,30000,86.27,83,0.8512,1.4957,21,9.08,5,8,11,4,False
2024-11-01,WH-03,İzmir,25000,78.44,84,0.8605,1.1564,15,8.74,6,5,11,4,False
2024-11-01,WH-04,Bursa,20000,76.98,56,0.8109,1.4652,12,9.5,7,7,11,4,False
2024-11-01,WH-05,Antalya,18000,87.08,56,0.8307,1.4261,13,8.87,4,5,11,4,False
2024-11-01,WH-06,Adana,15000,81.57,36,0.7464,1.6448,8,11.09,4,3,11,4,False
2024-11-01,WH-07,Konya,12000,90.04,34,0.752,2.3613,7,10.42,5,4,11,4,False
2024-11-01,WH-08,Kocaeli,22000,97.84,74,0.8052,1.9622,14,9.61,3,9,11,4,False
2024-11-02,WH-01,İstanbul,50000,87.38,92,0.8992,0.7304,31,8.82,7,9,11,5,True
2024-11-02,WH-02,Ankara,30000,78.49,53,0.8504,1.7427,17,10.04,3,8,11,5,True
2024-11-02,WH-03,İzmir,25000,85.34,46,0.8633,0.2216,15,9.61,2,8,11,5,True
2024-11-02,WH-04,Bursa,20000,81.78,38,0.8316,1.4154,13,10.71,4,5,11,5,True
2024-11-02,WH-05,Antalya,18000,77.76,27,0.7902,1.9123,11,9.64,2,4,11,5,True
2024-11-02,WH-06,Adana,15000,87.13,28,0.7566,1.6625,9,11.17,3,4,11,5,True
2024-11-02,WH-07,Konya,12000,75.42,23,0.7112,2.6831,7,10.63,6,5,11,5,True
2024-11-02,WH-08,Kocaeli,22000,79.02,37,0.8519,1.0904,12,9.51,2,7,11,5,True
2024-11-03,WH-01,İstanbul,50000,85.65,68,0.8836,1.1958,31,9.04,3,8,11,6,True
2024-11-03,WH-02,Ankara,30000,86.95,40,0.8526,1.3832,19,9.81,4,5,11,6,True
2024-11-03,WH-03,İzmir,25000,85.01,35,0.8894,0.9762,15,9.46,3,3,11,6,True
2024-11-03,WH-04,Bursa,20000,96.13,24,0.7601,1.4224,12,10.91,1,2,11,6,True
2024-11-03,WH-05,Antalya,18000,78.36,21,0.7792,0.4408,12,9.54,5,1,11,6,True
2024-11-03,WH-06,Adana,15000,93.88,21,0.7333,2.1473,9,11.72,1,1,11,6,True
2024-11-03,WH-07,Konya,12000,68.94,19,0.7618,1.761,9,10.64,0,5,11,6,True
2024-11-03,WH-08,Kocaeli,22000,77.61,26,0.8583,0.1,13,8.6,1,1,11,6,True
2024-11-04,WH-01,İstanbul,50000,89.64,105,0.8688,1.5052,31,9.45,9,10,11,0,False
2024-11-04,WH-02,Ankara,30000,76.17,85,0.8079,0.8678,17,9.48,7,9,11,0,False
2024-11-04,WH-03,İzmir,25000,91.19,67,0.798,2.1228,16,10.11,4,7,11,0,False
2024-11-04,WH-04,Bursa,20000,76.43,54,0.8037,1.9108,13,9.79,3,4,11,0,False
2024-11-04,WH-05,Antalya,18000,72.43,52,0.7734,2.004,11,9.73,6,7,11,0,False
2024-11-04,WH-06,Adana,15000,72.86,39,0.7284,2.5751,10,11.83,2,6,11,0,False
2024-11-04,WH-07,Konya,12000,83.51,33,0.7628,1.2667,6,10.14,6,7,11,0,False
2024-11-04,WH-08,Kocaeli,22000,80.54,71,0.8962,0.4807,13,9.78,3,4,11,0,False
2024-11-05,WH-01,İstanbul,50000,78.92,139,0.8186,1.1594,34,9.59,7,11,11,1,False
2024-11-05,WH-02,Ankara,30000,81.2,61,0.844,1.1094,20,9.68,8,7,11,1,False
2024-11-05,WH-03,İzmir,25000,78.46,66,0.8338,1.0906,14,9.83,7,5,11,1,False
2024-11-05,WH-04,Bursa,20000,93.42,50,0.8265,1.1793,12,9.41,4,3,11,1,False
2024-11-05,WH-05,Antalya,18000,79.84,41,0.7899,1.9564,13,9.82,7,5,11,1,False
2024-11-05,WH-06,Adana,15000,91.61,37,0.6444,2.3441,10,11.94,5,4,11,1,False
2024-11-05,WH-07,Konya,12000,84.43,30,0.7603,1.8947,7,10.35,2,2,11,1,False
2024-11-05,WH-08,Kocaeli,22000,77.75,58,0.8288,1.9969,13,9.54,2,5,11,1,False
2024-11-06,WH-01,İstanbul,50000,67.92,142,0.8249,1.3825,32,8.91,10,11,11,2,False
2024-11-06,WH-02,Ankara,30000,72.49,63,0.8287,1.7572,19,8.75,5,5,11,2,False
2024-11-06,WH-03,İzmir,25000,82.79,56,0.8496,0.9088,15,9.56,5,4,11,2,False
2024-11-06,WH-04,Bursa,20000,92.68,62,0.7806,1.6689,12,9.96,7,4,11,2,False
2024-11-06,WH-05,Antalya,18000,94.45,52,0.7493,2.7607,11,10.93,3,8,11,2,False
2024-11-06,WH-06,Adana,15000,89.32,43,0.7881,1.9579,8,9.59,3,5,11,2,False
2024-11-06,WH-07,Konya,12000,91.37,29,0.7386,1.0839,7,11.06,2,1,11,2,False
2024-11-06,WH-08,Kocaeli,22000,78.35,58,0.9054,1.2046,16,8.66,2,5,11,2,False
2024-11-07,WH-01,İstanbul,50000,85.64,115,0.9272,0.6769,33,8.87,7,12,11,3,False
2024-11-07,WH-02,Ankara,30000,76.87,71,0.8031,1.4385,20,9.58,7,7,11,3,False
2024-11-07,WH-03,İzmir,25000,77.56,51,0.8363,1.9812,14,7.91,3,3,11,3,False
2024-11-07,WH-04,Bursa,20000,84.62,49,0.7597,2.2138,13,10.54,3,7,11,3,False
2024-11-07,WH-05,Antalya,18000,80.77,51,0.7701,1.5251,11,11.39,4,8,11,3,False
2024-11-07,WH-06,Adana,15000,90.6,37,0.7028,2.3661,9,9.68,3,3,11,3,False
2024-11-07,WH-07,Konya,12000,78.82,33,0.6877,2.6107,8,11.64,5,5,11,3,False
2024-11-07,WH-08,Kocaeli,22000,98.0,66,0.7935,1.7652,14,10.5,5,4,11,3,False
2024-11-08,WH-01,İstanbul,50000,92.92,138,0.8624,1.27,33,9.81,11,12,11,4,False
2024-11-08,WH-02,Ankara,30000,84.76,79,0.845,1.773,16,9.41,3,6,11,4,False
2024-11-08,WH-03,İzmir,25000,92.77,84,0.7654,1.4145,16,10.4,6,5,11,4,False
2024-11-08,WH-04,Bursa,20000,84.82,58,0.8228,1.2507,13,10.12,5,6,11,4,False
2024-11-08,WH-05,Antalya,18000,94.92,54,0.7229,2.256,11,10.33,7,3,11,4,False
2024-11-08,WH-06,Adana,15000,93.68,47,0.7418,2.195,7,11.13,6,4,11,4,False
2024-11-08,WH-07,Konya,12000,83.62,42,0.7436,2.6864,7,10.67,3,4,11,4,False
2024-11-08,WH-08,Kocaeli,22000,90.85,65,0.8585,0.1,14,9.4,8,5,11,4,False
2024-11-09,WH-01,İstanbul,50000,95.95,83,0.8349,0.6669,33,10.17,4,6,11,5,True
2024-11-09,WH-02,Ankara,30000,86.23,50,0.8114,1.5172,19,9.64,3,7,11,5,True
2024-11-09,WH-03,İzmir,25000,85.41,48,0.8712,1.5679,17,8.8,7,3,11,5,True
2024-11-09,WH-04,Bursa,20000,88.19,41,0.8196,1.6067,12,8.96,3,3,11,5,True
2024-11-09,WH-05,Antalya,18000,89.16,35,0.7785,1.0375,11,10.5,3,3,11,5,True
2024-11-09,WH-06,Adana,15000,87.57,32,0.6948,2.7004,10,11.35,1,7,11,5,True
2024-11-09,WH-07,Konya,12000,98.0,18,0.6786,2.3025,8,11.32,2,2,11,5,True
2024-11-09,WH-08,Kocaeli,22000,81.46,36,0.8672,0.7585,14,9.57,1,3,11,5,True
2024-11-10,WH-01,İstanbul,50000,82.91,64,0.8954,1.1346,31,9.55,7,6,11,6,True
2024-11-10,WH-02,Ankara,30000,80.2,42,0.7707,1.979,19,10.51,7,2,11,6,True
2024-11-10,WH-03,İzmir,25000,84.27,36,0.8616,1.3886,15,9.67,5,6,11,6,True
2024-11-10,WH-04,Bursa,20000,81.19,29,0.7752,1.4018,13,9.53,1,6,11,6,True
2024-11-10,WH-05,Antalya,18000,84.75,22,0.8093,2.0179,12,9.8,2,6,11,6,True
2024-11-10,WH-06,Adana,15000,84.06,18,0.7841,1.9931,9,10.86,5,6,11,6,True
2024-11-10,WH-07,Konya,12000,93.22,15,0.6857,1.9596,7,10.76,3,2,11,6,True
2024-11-10,WH-08,Kocaeli,22000,90.95,27,0.854,1.8375,13,8.83,3,1,11,6,True
2024-11-11,WH-01,İstanbul,50000,78.54,152,0.8765,0.4753,32,8.88,12,12,11,0,False
2024-11-11,WH-02,Ankara,30000,83.59,85,0.8267,1.4986,19,9.51,9,5,11,0,False
2024-11-11,WH-03,İzmir,25000,92.75,74,0.7764,1.2913,16,10.7,4,5,11,0,False
2024-11-11,WH-04,Bursa,20000,89.33,55,0.7969,1.6145,12,10.1,2,3,11,0,False
2024-11-11,WH-05,Antalya,18000,98.0,58,0.684,2.2447,11,12.39,2,7,11,0,False
2024-11-11,WH-06,Adana,15000,91.63,48,0.715,2.3859,7,11.55,2,6,11,0,False
2024-11-11,WH-07,Konya,12000,80.79,35,0.7634,1.7926,5,11.12,1,6,11,0,False
2024-11-11,WH-08,Kocaeli,22000,73.57,73,0.868,1.8014,12,8.16,4,7,11,0,False
2024-11-12,WH-01,İstanbul,50000,85.21,133,0.9076,1.881,33,7.94,6,9,11,1,False
2024-11-12,WH-02,Ankara,30000,83.37,85,0.8487,0.2651,20,10.22,4,6,11,1,False
2024-11-12,WH-03,İzmir,25000,93.84,69,0.8293,0.2851,15,9.82,5,8,11,1,False
2024-11-12,WH-04,Bursa,20000,87.02,48,0.7706,1.847,13,11.6,4,3,11,1,False
2024-11-12,WH-05,Antalya,18000,90.42,44,0.7264,2.7633,11,11.3,2,7,11,1,False
2024-11-12,WH-06,Adana,15000,88.81,37,0.7232,2.1509,7,10.88,1,2,11,1,False
2024-11-12,WH-07,Konya,12000,84.35,33,0.7771,1.4946,9,10.12,5,3,11,1,False
2024-11-12,WH-08,Kocaeli,22000,87.16,69,0.9112,0.7901,12,8.66,5,8,11,1,False
2024-11-13,WH-01,İstanbul,50000,97.54,129,0.7545,1.5124,32,10.76,10,9,11,2,False
2024-11-13,WH-02,Ankara,30000,68.78,87,0.7986,2.0329,19,10.37,8,9,11,2,False
2024-11-13,WH-03,İzmir,25000,92.8,64,0.7912,1.5455,15,9.75,5,4,11,2,False
2024-11-13,WH-04,Bursa,20000,81.01,52,0.8395,1.4168,12,9.8,7,5,11,2,False
2024-11-13,WH-05,Antalya,18000,79.78,47,0.8163,1.5269,12,10.51,2,3,11,2,False
2024-11-13,WH-06,Adana,15000,97.99,34,0.7116,2.4623,8,11.41,2,6,11,2,False
2024-11-13,WH-07,Konya,12000,75.68,24,0.6841,2.4575,9,11.82,6,2,11,2,False
2024-11-13,WH-08,Kocaeli,22000,82.64,60,0.8603,0.2208,15,9.55,6,8,11,2,False
2024-11-14,WH-01,İstanbul,50000,87.25,147,0.845,1.4967,32,9.43,12,14,11,3,False
2024-11-14,WH-02,Ankara,30000,92.57,91,0.7678,2.0459,20,9.68,7,8,11,3,False
2024-11-14,WH-03,İzmir,25000,85.43,69,0.7973,1.1416,14,9.97,4,7,11,3,False
2024-11-14,WH-04,Bursa,20000,73.16,55,0.8085,1.4361,14,9.61,2,6,11,3,False
2024-11-14,WH-05,Antalya,18000,87.03,48,0.8319,1.4215,13,8.86,5,5,11,3,False
2024-11-14,WH-06,Adana,15000,78.04,43,0.7525,1.7574,8,11.18,4,6,11,3,False
2024-11-14,WH-07,Konya,12000,79.28,29,0.7329,1.7992,8,9.97,3,5,11,3,False
2024-11-14,WH-08,Kocaeli,22000,78.42,54,0.834,2.0153,13,9.35,5,4,11,3,False
2024-11-15,WH-01,İstanbul,50000,92.64,152,0.8123,1.6277,31,10.01,11,10,11,4,False
2024-11-15,WH-02,Ankara,30000,76.07,89,0.7683,2.4499,20,10.68,6,10,11,4,False
2024-11-15,WH-03,İzmir,25000,88.8,84,0.8029,1.6764,17,9.69,6,10,11,4,False
2024-11-15,WH-04,Bursa,20000,87.57,58,0.8626,1.436,12,9.33,3,7,11,4,False
2024-11-15,WH-05,Antalya,18000,89.71,54,0.7251,1.5254,11,11.02,4,7,11,4,False
2024-11-15,WH-06,Adana,15000,85.08,41,0.7603,2.8348,8,9.94,3,2,11,4,False
2024-11-15,WH-07,Konya,12000,80.09,41,0.7526,2.5443,9,10.71,6,2,11,4,False
2024-11-15,WH-08,Kocaeli,22000,87.78,58,0.8425,0.73,15,9.92,6,4,11,4,False
2024-11-16,WH-01,İstanbul,50000,86.23,103,0.8142,2.4235,31,9.38,5,10,11,5,True
2024-11-16,WH-02,Ankara,30000,89.29,51,0.7895,1.9971,18,10.01,6,8,11,5,True
2024-11-16,WH-03,İzmir,25000,93.45,49,0.8317,1.5773,14,9.22,7,6,11,5,True
2024-11-16,WH-04,Bursa,20000,85.18,39,0.8025,2.0241,12,10.67,2,3,11,5,True
2024-11-16,WH-05,Antalya,18000,79.26,31,0.7723,1.6678,12,10.29,5,5,11,5,True
2024-11-16,WH-06,Adana,15000,83.82,31,0.729,2.2769,11,10.97,2,5,11,5,True
2024-11-16,WH-07,Konya,12000,77.6,18,0.7499,1.057,9,10.46,4,2,11,5,True
2024-11-16,WH-08,Kocaeli,22000,98.0,28,0.8392,0.9913,13,9.49,1,2,11,5,True
2024-11-17,WH-01,İstanbul,50000,84.61,75,0.8274,2.0281,33,8.97,4,9,11,6,True
2024-11-17,WH-02,Ankara,30000,83.13,36,0.8153,1.9398,20,10.0,2,7,11,6,True
2024-11-17,WH-03,İzmir,25000,88.25,36,0.8034,1.5957,15,10.54,5,6,11,6,True
2024-11-17,WH-04,Bursa,20000,87.25,24,0.7997,0.7919,13,10.15,6,2,11,6,True
2024-11-17,WH-05,Antalya,18000,90.21,25,0.7273,2.1685,10,10.59,6,6,11,6,True
2024-11-17,WH-06,Adana,15000,88.62,20,0.6946,2.6046,9,10.95,3,1,11,6,True
2024-11-17,WH-07,Konya,12000,75.96,15,0.6851,3.0366,8,11.59,3,1,11,6,True
2024-11-17,WH-08,Kocaeli,22000,75.53,29,0.8858,0.9999,13,9.19,1,6,11,6,True
2024-11-18,WH-01,İstanbul,50000,80.46,148,0.8244,1.1614,33,10.05,7,12,11,0,False
2024-11-18,WH-02,Ankara,30000,78.96,88,0.8027,1.1246,19,10.08,7,6,11,0,False
2024-11-18,WH-03,İzmir,25000,72.56,79,0.8433,0.9204,15,9.82,7,6,11,0,False
2024-11-18,WH-04,Bursa,20000,90.24,53,0.8211,1.2749,13,9.99,6,7,11,0,False
2024-11-18,WH-05,Antalya,18000,78.45,47,0.8158,1.2,12,9.25,4,5,11,0,False
2024-11-18,WH-06,Adana,15000,71.8,47,0.7123,2.0655,10,11.76,6,4,11,0,False
2024-11-18,WH-07,Konya,12000,88.88,36,0.6992,1.671,9,12.01,2,3,11,0,False
2024-11-18,WH-08,Kocaeli,22000,86.13,56,0.8485,0.7003,12,9.57,2,4,11,0,False
2024-11-19,WH-01,İstanbul,50000,80.88,134,0.8669,1.0294,32,9.84,7,10,11,1,False
2024-11-19,WH-02,Ankara,30000,90.85,89,0.7768,1.4342,18,10.74,8,9,11,1,False
2024-11-19,WH-03,İzmir,25000,70.83,73,0.88,1.0902,15,9.64,4,7,11,1,False
2024-11-19,WH-04,Bursa,20000,77.4,56,0.8073,1.6526,13,10.22,7,4,11,1,False
2024-11-19,WH-05,Antalya,18000,94.54,60,0.7155,2.3069,11,11.31,7,6,11,1,False
2024-11-19,WH-06,Adana,15000,72.98,36,0.7195,1.0064,8,12.18,3,7,11,1,False
2024-11-19,WH-07,Konya,12000,86.92,31,0.6976,2.0164,6,11.16,2,6,11,1,False
2024-11-19,WH-08,Kocaeli,22000,93.24,59,0.8596,1.4548,15,9.11,2,7,11,1,False
