delivery_id,order_id,warehouse_id,driver_id,origin_city,destination_city,pickup_date,promised_delivery_date,actual_delivery_date,promised_days,actual_days,delay_days,is_delayed,delay_reason,delivery_cost_tl,delivery_status,customer_satisfaction,priority,weight_kg
DEL-013794,ORD-013794,WH-02,DRV-030,Ankara,Erzurum,2023-01-11,2023-01-12,2023-01-12,1,1,0,False,,592.88,Zamanında Teslim,5.0,Express,52.7
DEL-013795,ORD-013795,WH-01,DRV-090,İstanbul,Kocaeli,2023-07-25,2023-07-26,2023-07-26,1,1,0,False,,34.09,Zamanında Teslim,4.0,Express,6.06
DEL-013796,ORD-013796,WH-06,DRV-098,Adana,İstanbul,2023-01-21,2023-01-28,2023-01-28,7,7,0,False,,36.41,Zamanında Teslim,5.0,Economy,23.12
DEL-013797,ORD-013797,WH-06,DRV-032,Adana,Kocaeli,2024-04-13,2024-04-16,2024-04-16,3,3,0,False,,21.29,Zamanında Teslim,4.8,Standard,9.46
DEL-013798,ORD-013798,WH-02,DRV-069,Ankara,Ankara,2024-12-29,2025-01-05,2025-01-05,7,7,0,False,,672.68,Yolda,4.1,Economy,384.39
DEL-013799,ORD-013799,WH-03,DRV-050,İzmir,İstanbul,2024-05-23,2024-05-30,2024-05-30,7,7,0,False,,7.61,Zamanında Teslim,4.0,Economy,4.83
DEL-013800,ORD-013800,WH-01,DRV-021,İstanbul,Ankara,2023-07-19,2023-07-22,2023-07-22,3,3,0,False,,24.1,Zamanında Teslim,4.5,Standard,9.64
DEL-013801,ORD-013801,WH-04,DRV-089,Bursa,İzmir,2023-12-06,2023-12-13,2023-12-14,7,8,1,True,Hava Koşulları,53.08,Gecikmeli Teslim,2.7,Economy,30.33
DEL-013802,ORD-013802,WH-02,DRV-040,Ankara,İstanbul,2023-06-24,2023-06-27,2023-06-27,3,3,0,False,,2.39,Zamanında Teslim,4.5,Standard,1.06
DEL-013803,ORD-013803,WH-06,DRV-049,Adana,Trabzon,2023-12-15,2023-12-18,2023-12-18,3,3,0,False,,74.2,Zamanında Teslim,5.0,Standard,16.49
DEL-013804,ORD-013804,WH-08,DRV-047,Kocaeli,Ankara,2023-06-30,2023-07-03,2023-07-03,3,3,0,False,,81.97,Zamanında Teslim,4.6,Standard,32.79
DEL-013805,ORD-013805,WH-04,DRV-042,Bursa,Bursa,2024-06-22,2024-06-29,2024-06-29,7,7,0,False,,7.04,Zamanında Teslim,4.6,Economy,4.47
DEL-013806,ORD-013806,WH-03,DRV-034,İzmir,Trabzon,2024-05-06,2024-05-09,2024-05-09,3,3,0,False,,113.27,İptal,4.4,Standard,25.17
DEL-013807,ORD-013807,WH-03,DRV-024,İzmir,Ankara,2023-12-20,2023-12-21,2023-12-21,1,1,0,False,,990.31,Zamanında Teslim,4.3,Express,158.45
DEL-013808,ORD-013808,WH-07,DRV-060,Konya,Antalya,2023-07-03,2023-07-06,2023-07-06,3,3,0,False,,35.9,Zamanında Teslim,4.2,Standard,14.36
DEL-013809,ORD-013809,WH-01,DRV-047,İstanbul,İstanbul,2023-08-27,2023-09-03,2023-09-04,7,8,1,True,Depo Gecikme,8.11,Gecikmeli Teslim,3.2,Economy,5.15
DEL-013810,ORD-013810,WH-02,DRV-077,Ankara,Bursa,2024-02-25,2024-03-03,2024-03-05,7,9,2,True,Hava Koşulları,2.57,Gecikmeli Teslim,4.0,Economy,1.63
DEL-013811,ORD-013811,WH-02,DRV-081,Ankara,Diyarbakır,2023-02-05,2023-02-12,2023-02-13,7,8,1,True,Trafik Yoğunluğu,75.91,Gecikmeli Teslim,3.5,Economy,24.1
DEL-013812,ORD-013812,WH-05,DRV-026,Antalya,Diyarbakır,2023-05-30,2023-06-02,2023-06-02,3,3,0,False,,167.27,Zamanında Teslim,4.4,Standard,37.17
DEL-013813,ORD-013813,WH-05,DRV-102,Antalya,İstanbul,2023-06-07,2023-06-14,2023-06-15,7,8,1,True,Hava Koşulları,20.93,Gecikmeli Teslim,4.3,Economy,13.29
DEL-013814,ORD-013814,WH-07,DRV-037,Konya,Mersin,2024-08-08,2024-08-15,2024-08-15,7,7,0,False,,94.64,Zamanında Teslim,4.5,Economy,54.08
DEL-013815,ORD-013815,WH-01,DRV-063,İstanbul,İstanbul,2024-06-03,2024-06-06,2024-06-08,3,5,2,True,Araç Arızası,24.17,Gecikmeli Teslim,3.9,Standard,10.74
DEL-013816,ORD-013816,WH-02,DRV-095,Ankara,İstanbul,2023-04-19,2023-04-22,2023-04-22,3,3,0,False,,26.71,Zamanında Teslim,3.8,Standard,11.87
DEL-013817,ORD-013817,WH-02,DRV-084,Ankara,Konya,2024-04-27,2024-05-04,2024-05-09,7,12,5,True,Trafik Yoğunluğu,18.62,Gecikmeli Teslim,2.9,Economy,10.64
DEL-013818,ORD-013818,WH-06,DRV-090,Adana,Ankara,2023-03-22,2023-03-23,2023-03-23,1,1,0,False,,70.38,Zamanında Teslim,4.5,Express,11.26
DEL-013819,ORD-013819,WH-01,DRV-047,İstanbul,İstanbul,2023-05-06,2023-05-09,2023-05-10,3,4,1,True,Gümrük Beklemesi,1.69,Gecikmeli Teslim,4.5,Standard,0.75
DEL-013820,ORD-013820,WH-02,DRV-069,Ankara,Bursa,2024-09-29,2024-09-30,2024-09-30,1,1,0,False,,61.14,Zamanında Teslim,4.5,Express,10.87
DEL-013821,ORD-013821,WH-08,DRV-071,Kocaeli,Konya,2023-01-25,2023-02-01,2023-02-02,7,8,1,True,Adres Bulunamadı,0.81,Gecikmeli Teslim,4.0,Economy,0.46
DEL-013822,ORD-013822,WH-05,DRV-092,Antalya,Konya,2024-11-16,2024-11-23,2024-11-25,7,9,2,True,Yol Çalışması,2.2,Gecikmeli Teslim,3.3,Economy,1.26
DEL-013823,ORD-013823,WH-02,DRV-042,Ankara,İstanbul,2023-09-30,2023-10-01,2023-10-04,1,4,3,True,Depo Gecikme,55.86,Gecikmeli Teslim,2.3,Express,9.93
DEL-013824,ORD-013824,WH-05,DRV-044,Antalya,Kocaeli,2024-03-01,2024-03-08,2024-03-09,7,8,1,True,Araç Arızası,2.16,Gecikmeli Teslim,3.8,Economy,1.37
DEL-013825,ORD-013825,WH-06,DRV-109,Adana,Trabzon,2024-04-10,2024-04-17,2024-04-17,7,7,0,False,,2.36,Zamanında Teslim,4.1,Economy,0.75
DEL-013826,ORD-013826,WH-03,DRV-098,İzmir,Ankara,2023-08-15,2023-08-22,2023-08-22,7,7,0,False,,6.65,Zamanında Teslim,4.2,Economy,3.8
DEL-013827,ORD-013827,WH-03,DRV-117,İzmir,Ankara,2023-11-21,2023-11-28,2023-11-28,7,7,0,False,,4.74,Zamanında Teslim,4.7,Economy,2.71
DEL-013828,ORD-013828,WH-02,DRV-016,Ankara,İstanbul,2023-03-12,2023-03-15,2023-03-15,3,3,0,False,,4.7,Zamanında Teslim,4.8,Standard,2.09
DEL-013829,ORD-013829,WH-03,DRV-006,İzmir,İstanbul,2023-11-09,2023-11-12,2023-11-12,3,3,0,False,,44.21,Zamanında Teslim,5.0,Standard,19.65
DEL-013830,ORD-013830,WH-03,DRV-017,İzmir,İzmir,2023-10-24,2023-10-31,2023-10-31,7,7,0,False,,15.45,Zamanında Teslim,4.9,Economy,8.83
DEL-013831,ORD-013831,WH-06,DRV-034,Adana,Bursa,2023-10-30,2023-11-02,2023-11-02,3,3,0,False,,15.68,Zamanında Teslim,4.5,Standard,6.97
DEL-013832,ORD-013832,WH-05,DRV-108,Antalya,Ankara,2024-08-29,2024-09-01,2024-09-01,3,3,0,False,,17.6,Zamanında Teslim,4.5,Standard,7.04
DEL-013833,ORD-013833,WH-01,DRV-005,İstanbul,Samsun,2024-01-19,2024-01-26,2024-01-26,7,7,0,False,,5.78,Zamanında Teslim,3.9,Economy,2.36
DEL-013834,ORD-013834,WH-08,DRV-116,Kocaeli,Konya,2023-09-14,2023-09-17,2023-09-17,3,3,0,False,,6.18,Zamanında Teslim,4.6,Standard,2.47
DEL-013835,ORD-013835,WH-03,DRV-108,İzmir,Mersin,2024-09-02,2024-09-09,2024-09-09,7,7,0,False,,19.46,Zamanında Teslim,4.5,Economy,11.12
DEL-013836,ORD-013836,WH-06,DRV-114,Adana,Ankara,2024-02-11,2024-02-18,2024-02-18,7,7,0,False,,13.12,Zamanında Teslim,4.2,Economy,7.5
DEL-013837,ORD-013837,WH-05,DRV-085,Antalya,İstanbul,2023-10-03,2023-10-04,2023-10-04,1,1,0,False,,42.36,Zamanında Teslim,4.5,Express,7.53
DEL-013838,ORD-013838,WH-01,DRV-026,İstanbul,İstanbul,2023-10-17,2023-10-24,2023-10-24,7,7,0,False,,10.44,Zamanında Teslim,3.9,Economy,6.63
DEL-013839,ORD-013839,WH-04,DRV-022,Bursa,İstanbul,2024-11-10,2024-11-17,2024-11-17,7,7,0,False,,2.03,Zamanında Teslim,5.0,Economy,1.29
DEL-013840,ORD-013840,WH-07,DRV-060,Konya,Kocaeli,2024-02-04,2024-02-07,2024-02-07,3,3,0,False,,673.9,Zamanında Teslim,4.2,Standard,299.51
DEL-013841,ORD-013841,WH-07,DRV-062,Konya,Antalya,2023-11-03,2023-11-06,2023-11-06,3,3,0,False,,13.43,Zamanında Teslim,4.1,Standard,5.37
DEL-013842,ORD-013842,WH-02,DRV-050,Ankara,Kocaeli,2023-07-25,2023-08-01,2023-08-01,7,7,0,False,,1.09,Zamanında Teslim,4.9,Economy,0.69
DEL-013843,ORD-013843,WH-02,DRV-039,Ankara,İstanbul,2024-12-03,2024-12-10,2024-12-10,7,7,0,False,,10.82,Zamanında Teslim,4.7,Economy,6.87
DEL-013844,ORD-013844,WH-05,DRV-056,Antalya,Eskişehir,2023-06-22,2023-06-25,2023-06-25,3,3,0,False,,13.9,Zamanında Teslim,3.7,Standard,5.56
DEL-013845,ORD-013845,WH-06,DRV-064,Adana,Mersin,2024-12-17,2024-12-18,2024-12-18,1,1,0,False,,83.38,Zamanında Teslim,4.6,Express,13.34
DEL-013846,ORD-013846,WH-05,DRV-071,Antalya,İstanbul,2024-08-07,2024-08-10,2024-08-10,3,3,0,False,,85.41,Zamanında Teslim,4.3,Standard,37.96
DEL-013847,ORD-013847,WH-05,DRV-037,Antalya,Gaziantep,2023-09-22,2023-09-29,2023-09-29,7,7,0,False,,14.41,Zamanında Teslim,5.0,Economy,5.88
DEL-013848,ORD-013848,WH-08,DRV-036,Kocaeli,Adana,2023-05-22,2023-05-23,2023-05-23,1,1,0,False,,11.38,Zamanında Teslim,4.7,Express,1.3
DEL-013849,ORD-013849,WH-04,DRV-085,Bursa,Antalya,2024-09-22,2024-09-29,2024-09-29,7,7,0,False,,4.95,Zamanında Teslim,3.8,Economy,2.83
DEL-013850,ORD-013850,WH-02,DRV-047,Ankara,İstanbul,2023-08-23,2023-08-30,2023-08-31,7,8,1,True,Adres Bulunamadı,1.64,Gecikmeli Teslim,3.2,Economy,1.04
DEL-013851,ORD-013851,WH-05,DRV-082,Antalya,İstanbul,2024-04-17,2024-04-18,2024-04-21,1,4,3,True,Adres Bulunamadı,5.57,Gecikmeli Teslim,1.9,Express,0.99
DEL-013852,ORD-013852,WH-03,DRV-094,İzmir,İstanbul,2024-03-15,2024-03-18,2024-03-18,3,3,0,False,,9.99,Zamanında Teslim,4.9,Standard,4.44
DEL-013853,ORD-013853,WH-05,DRV-059,Antalya,Ankara,2024-06-13,2024-06-20,2024-06-20,7,7,0,False,,1.84,Zamanında Teslim,4.8,Economy,1.05
DEL-013854,ORD-013854,WH-04,DRV-035,Bursa,İstanbul,2024-08-09,2024-08-16,2024-08-19,7,10,3,True,Gümrük Beklemesi,1.73,Gecikmeli Teslim,3.0,Economy,1.1
DEL-013855,ORD-013855,WH-04,DRV-115,Bursa,İstanbul,2024-06-03,2024-06-04,2024-06-04,1,1,0,False,,26.49,Zamanında Teslim,4.6,Express,4.71
DEL-013856,ORD-013856,WH-08,DRV-114,Kocaeli,Antalya,2024-06-07,2024-06-14,2024-06-14,7,7,0,False,,12.62,Zamanında Teslim,4.4,Economy,7.21
DEL-013857,ORD-013857,WH-03,DRV-012,İzmir,Kayseri,2023-02-10,2023-02-17,2023-02-18,7,8,1,True,Hava Koşulları,8.28,Gecikmeli Teslim,2.8,Economy,4.73
DEL-013858,ORD-013858,WH-01,DRV-006,İstanbul,İstanbul,2023-12-10,2023-12-13,2023-12-13,3,3,0,False,,9.56,Zamanında Teslim,5.0,Standard,4.25
DEL-013859,ORD-013859,WH-05,DRV-080,Antalya,Konya,2023-01-26,2023-01-29,2023-01-30,3,4,1,True,Hava Koşulları,27.68,Gecikmeli Teslim,4.0,Standard,11.07
DEL-013860,ORD-013860,WH-08,DRV-118,Kocaeli,Kocaeli,2024-10-04,2024-10-11,2024-10-12,7,8,1,True,Trafik Yoğunluğu,4.88,Gecikmeli Teslim,3.4,Economy,3.1
DEL-013861,ORD-013861,WH-04,DRV-051,Bursa,Antalya,2024-12-28,2024-12-31,2024-12-31,3,3,0,False,,224.8,Zamanında Teslim,4.8,Standard,89.92
DEL-013862,ORD-013862,WH-02,DRV-040,Ankara,Eskişehir,2023-09-04,2023-09-05,2023-09-05,1,1,0,False,,1217.38,Zamanında Teslim,4.6,Express,194.78
DEL-013863,ORD-013863,WH-02,DRV-106,Ankara,İstanbul,2024-12-21,2024-12-28,2024-12-28,7,7,0,False,,7.88,Zamanında Teslim,4.2,Economy,5.0
DEL-013864,ORD-013864,WH-06,DRV-016,Adana,Antalya,2023-01-24,2023-01-27,2023-01-27,3,3,0,False,,2.2,Zamanında Teslim,4.5,Standard,0.88
DEL-013865,ORD-013865,WH-01,DRV-112,İstanbul,Bursa,2023-03-13,2023-03-16,2023-03-16,3,3,0,False,,124.83,Zamanında Teslim,4.3,Standard,55.48
DEL-013866,ORD-013866,WH-02,DRV-098,Ankara,İstanbul,2024-09-02,2024-09-09,2024-09-09,7,7,0,False,,1.84,Zamanında Teslim,4.8,Economy,1.17
DEL-013867,ORD-013867,WH-08,DRV-043,Kocaeli,İstanbul,2023-12-08,2023-12-09,2023-12-09,1,1,0,False,,18.17,Zamanında Teslim,4.6,Express,3.23
DEL-013868,ORD-013868,WH-01,DRV-033,İstanbul,Kocaeli,2024-04-25,2024-04-28,2024-04-28,3,3,0,False,,16.74,Zamanında Teslim,4.1,Standard,7.44
DEL-013869,ORD-013869,WH-03,DRV-075,İzmir,Konya,2023-11-30,2023-12-03,2023-12-05,3,5,2,True,Araç Arızası,15.08,Gecikmeli Teslim,3.7,Standard,6.03
DEL-013870,ORD-013870,WH-03,DRV-050,İzmir,İzmir,2023-04-18,2023-04-25,2023-04-25,7,7,0,False,,41.7,Zamanında Teslim,4.0,Economy,23.83
DEL-013871,ORD-013871,WH-02,DRV-050,Ankara,Adana,2024-07-05,2024-07-08,2024-07-08,3,3,0,False,,208.95,Zamanında Teslim,4.7,Standard,59.7
DEL-013872,ORD-013872,WH-02,DRV-081,Ankara,Gaziantep,2023-12-20,2023-12-27,2023-12-27,7,7,0,False,,9.55,Zamanında Teslim,3.9,Economy,3.9
DEL-013873,ORD-013873,WH-02,DRV-104,Ankara,Konya,2024-11-09,2024-11-16,2024-11-18,7,9,2,True,Araç Arızası,6.02,Gecikmeli Teslim,3.5,Economy,3.44
DEL-013874,ORD-013874,WH-07,DRV-033,Konya,Ankara,2023-12-31,2024-01-03,2024-01-03,3,3,0,False,,4.55,Zamanında Teslim,3.9,Standard,1.82
DEL-013875,ORD-013875,WH-05,DRV-080,Antalya,İzmir,2024-07-07,2024-07-08,2024-07-08,1,1,0,False,,63.5,Zamanında Teslim,4.0,Express,10.16
DEL-013876,ORD-013876,WH-02,DRV-053,Ankara,İzmir,2023-03-24,2023-03-31,2023-03-31,7,7,0,False,,8.17,Zamanında Teslim,4.4,Economy,4.67
DEL-013877,ORD-013877,WH-06,DRV-031,Adana,İstanbul,2024-01-02,2024-01-09,2024-01-10,7,8,1,True,Hava Koşulları,3.92,Gecikmeli Teslim,3.2,Economy,2.49
DEL-013878,ORD-013878,WH-07,DRV-048,Konya,İstanbul,2023-11-09,2023-11-16,2023-11-17,7,8,1,True,Trafik Yoğunluğu,18.03,Gecikmeli Teslim,3.2,Economy,11.45
DEL-013879,ORD-013879,WH-07,DRV-040,Konya,Antalya,2024-03-17,2024-03-20,2024-03-20,3,3,0,False,,76.53,Zamanında Teslim,5.0,Standard,30.61
DEL-013880,ORD-013880,WH-02,DRV-007,Ankara,İstanbul,2023-01-12,2023-01-15,2023-01-16,3,4,1,True,Depo Gecikme,21.15,Gecikmeli Teslim,3.8,Standard,9.4
DEL-013881,ORD-013881,WH-07,DRV-021,Konya,İstanbul,2023-01-13,2023-01-14,2023-01-14,1,1,0,False,,647.89,Zamanında Teslim,4.7,Express,115.18
DEL-013882,ORD-013882,WH-08,DRV-055,Kocaeli,İstanbul,2024-11-18,2024-11-25,2024-11-25,7,7,0,False,,9.25,Zamanında Teslim,4.9,Economy,5.87
DEL-013883,ORD-013883,WH-04,DRV-080,Bursa,Bursa,2023-08-05,2023-08-06,2023-08-06,1,1,0,False,,2.81,Zamanında Teslim,4.7,Express,0.5
DEL-013884,ORD-013884,WH-08,DRV-021,Kocaeli,İstanbul,2023-04-15,2023-04-18,2023-04-18,3,3,0,False,,5.74,İptal,4.6,Standard,2.55
DEL-013885,ORD-013885,WH-08,DRV-072,Kocaeli,Bursa,2023-03-14,2023-03-21,2023-03-22,7,8,1,True,Adres Bulunamadı,3.15,Gecikmeli Teslim,3.2,Economy,2.0
DEL-013886,ORD-013886,WH-05,DRV-041,Antalya,Antalya,2023-11-11,2023-11-14,2023-11-14,3,3,0,False,,7.3,Zamanında Teslim,5.0,Standard,2.92
DEL-013887,ORD-013887,WH-04,DRV-023,Bursa,İstanbul,2024-01-22,2024-01-25,2024-01-25,3,3,0,False,,14.87,Zamanında Teslim,4.4,Standard,6.61
DEL-013888,ORD-013888,WH-03,DRV-020,İzmir,İstanbul,2023-01-27,2023-02-03,2023-02-03,7,7,0,False,,89.05,Zamanında Teslim,4.7,Economy,56.54
DEL-013889,ORD-013889,WH-05,DRV-056,Antalya,Antalya,2023-07-22,2023-07-25,2023-07-28,3,6,3,True,Trafik Yoğunluğu,125.65,Gecikmeli Teslim,3.2,Standard,50.26
DEL-013890,ORD-013890,WH-04,DRV-026,Bursa,Ankara,2023-09-10,2023-09-13,2023-09-17,3,7,4,True,Trafik Yoğunluğu,4.4,Gecikmeli Teslim,1.9,Standard,1.76
DEL-013891,ORD-013891,WH-08,DRV-090,Kocaeli,Kocaeli,2023-09-24,2023-09-27,2023-09-27,3,3,0,False,,1.84,Zamanında Teslim,3.8,Standard,0.82
DEL-013892,ORD-013892,WH-06,DRV-062,Adana,İstanbul,2023-03-18,2023-03-25,2023-03-25,7,7,0,False,,3.2,Zamanında Teslim,3.4,Economy,2.03
DEL-013893,ORD-013893,WH-05,DRV-049,Antalya,Samsun,2023-08-26,2023-08-29,2023-08-29,3,3,0,False,,24.92,Zamanında Teslim,4.2,Standard,7.12
DEL-013894,ORD-013894,WH-08,DRV-001,Kocaeli,İstanbul,2024-01-25,2024-01-28,2024-01-28,3,3,0,False,,23.4,Zamanında Teslim,4.5,Standard,10.4
DEL-013895,ORD-013895,WH-04,DRV-055,Bursa,İstanbul,2024-02-24,2024-02-27,2024-02-27,3,3,0,False,,2.43,Zamanında Teslim,4.2,Standard,1.08
DEL-013896,ORD-013896,WH-06,DRV-107,Adana,Adana,2024-02-20,2024-02-21,2024-02-21,1,1,0,False,,69.21,Zamanında Teslim,4.9,Express,7.91
DEL-013897,ORD-013897,WH-08,DRV-033,Kocaeli,İzmir,2024-08-30,2024-09-02,2024-09-02,3,3,0,False,,16.75,Zamanında Teslim,4.0,Standard,6.7
DEL-013898,ORD-013898,WH-04,DRV-017,Bursa,Samsun,2024-06-20,2024-06-21,2024-06-21,1,1,0,False,,98.09,Zamanında Teslim,4.0,Express,11.21
DEL-013899,ORD-013899,WH-07,DRV-101,Konya,Adana,2024-03-09,2024-03-12,2024-03-14,3,5,2,True,Yüksek Sipariş Hacmi,87.92,Gecikmeli Teslim,2.7,Standard,25.12
DEL-013900,ORD-013900,WH-01,DRV-105,İstanbul,Kocaeli,2024-03-20,2024-03-27,2024-03-27,7,7,0,False,,81.25,Zamanında Teslim,4.9,Economy,51.59
DEL-013901,ORD-013901,WH-03,DRV-045,İzmir,Samsun,2024-03-26,2024-04-02,2024-04-08,7,13,6,True,Trafik Yoğunluğu,16.19,Gecikmeli Teslim,1.7,Economy,6.61
DEL-013902,ORD-013902,WH-04,DRV-118,Bursa,Antalya,2023-02-11,2023-02-14,2023-02-14,3,3,0,False,,15.72,Zamanında Teslim,4.3,Standard,6.29
DEL-013903,ORD-013903,WH-07,DRV-011,Konya,Bursa,2023-07-03,2023-07-06,2023-07-06,3,3,0,False,,27.81,Zamanında Teslim,4.2,Standard,12.36
DEL-013904,ORD-013904,WH-07,DRV-072,Konya,Eskişehir,2023-08-24,2023-08-27,2023-08-27,3,3,0,False,,36.45,Zamanında Teslim,5.0,Standard,14.58
DEL-013905,ORD-013905,WH-06,DRV-119,Adana,İstanbul,2024-12-14,2024-12-17,2024-12-17,3,3,0,False,,12.53,Zamanında Teslim,3.9,Standard,5.57
DEL-013906,ORD-013906,WH-03,DRV-023,İzmir,Bursa,2023-08-11,2023-08-14,2023-08-14,3,3,0,False,,16.92,Zamanında Teslim,5.0,Standard,7.52
DEL-013907,ORD-013907,WH-05,DRV-051,Antalya,Kayseri,2024-01-25,2024-02-01,2024-02-01,7,7,0,False,,3.15,Zamanında Teslim,4.6,Economy,1.8
DEL-013908,ORD-013908,WH-05,DRV-016,Antalya,Ankara,2023-02-19,2023-02-22,2023-02-25,3,6,3,True,Gümrük Beklemesi,5.4,Gecikmeli Teslim,2.8,Standard,2.16
DEL-013909,ORD-013909,WH-08,DRV-094,Kocaeli,İstanbul,2024-07-11,2024-07-14,2024-07-14,3,3,0,False,,3.47,Zamanında Teslim,4.2,Standard,1.54
DEL-013910,ORD-013910,WH-02,DRV-023,Ankara,Gaziantep,2023-03-21,2023-03-28,2023-03-28,7,7,0,False,,9.95,Zamanında Teslim,4.4,Economy,4.06
DEL-013911,ORD-013911,WH-05,DRV-052,Antalya,İzmir,2024-05-30,2024-06-06,2024-06-06,7,7,0,False,,1.21,Zamanında Teslim,3.8,Economy,0.69
DEL-013912,ORD-013912,WH-03,DRV-061,İzmir,Eskişehir,2024-04-21,2024-04-28,2024-04-28,7,7,0,False,,10.34,Zamanında Teslim,3.8,Economy,5.91
DEL-013913,ORD-013913,WH-08,DRV-014,Kocaeli,İstanbul,2024-09-17,2024-09-20,2024-09-20,3,3,0,False,,95.2,Zamanında Teslim,4.7,Standard,42.31
DEL-013914,ORD-013914,WH-01,DRV-040,İstanbul,İstanbul,2024-03-05,2024-03-08,2024-03-08,3,3,0,False,,3.19,Zamanında Teslim,4.1,Standard,1.42
DEL-013915,ORD-013915,WH-02,DRV-015,Ankara,Mersin,2023-04-18,2023-04-19,2023-04-19,1,1,0,False,,151.06,Zamanında Teslim,4.1,Express,24.17
DEL-013916,ORD-013916,WH-02,DRV-036,Ankara,Ankara,2024-02-28,2024-03-02,2024-03-02,3,3,0,False,,19.3,Zamanında Teslim,4.3,Standard,7.72
DEL-013917,ORD-013917,WH-04,DRV-103,Bursa,Ankara,2023-07-28,2023-07-31,2023-07-31,3,3,0,False,,50.93,Zamanında Teslim,3.7,Standard,20.37
DEL-013918,ORD-013918,WH-06,DRV-112,Adana,Adana,2023-11-15,2023-11-22,2023-11-22,7,7,0,False,,46.82,Zamanında Teslim,3.9,Economy,19.11
DEL-013919,ORD-013919,WH-03,DRV-056,İzmir,Samsun,2024-07-14,2024-07-17,2024-07-17,3,3,0,False,,19.11,Zamanında Teslim,3.8,Standard,5.46
DEL-013920,ORD-013920,WH-04,DRV-029,Bursa,İstanbul,2023-06-25,2023-07-02,2023-07-02,7,7,0,False,,9.42,Zamanında Teslim,4.7,Economy,5.98
DEL-013921,ORD-013921,WH-02,DRV-038,Ankara,Samsun,2023-09-15,2023-09-18,2023-09-18,3,3,0,False,,2.77,Zamanında Teslim,4.2,Standard,0.79
DEL-013922,ORD-013922,WH-07,DRV-074,Konya,İstanbul,2023-09-14,2023-09-21,2023-09-21,7,7,0,False,,15.34,Zamanında Teslim,4.7,Economy,9.74
DEL-013923,ORD-013923,WH-02,DRV-010,Ankara,Ankara,2023-06-03,2023-06-06,2023-06-06,3,3,0,False,,3.93,Zamanında Teslim,4.1,Standard,1.57
DEL-013924,ORD-013924,WH-01,DRV-109,İstanbul,İstanbul,2024-12-28,2024-12-29,2024-12-30,1,2,1,True,Hava Koşulları,308.03,Gecikmeli Teslim,3.9,Express,54.76
DEL-013925,ORD-013925,WH-03,DRV-107,İzmir,İstanbul,2023-11-25,2023-12-02,2023-12-02,7,7,0,False,,4.71,Zamanında Teslim,4.6,Economy,2.99
DEL-013926,ORD-013926,WH-08,DRV-057,Kocaeli,İstanbul,2024-09-17,2024-09-20,2024-09-20,3,3,0,False,,41.18,Zamanında Teslim,4.8,Standard,18.3
DEL-013927,ORD-013927,WH-06,DRV-018,Adana,İstanbul,2024-09-04,2024-09-11,2024-09-11,7,7,0,False,,2.19,Zamanında Teslim,4.5,Economy,1.39
DEL-013928,ORD-013928,WH-07,DRV-010,Konya,İstanbul,2023-11-26,2023-12-03,2023-12-03,7,7,0,False,,3.45,İptal,4.5,Economy,2.19
DEL-013929,ORD-013929,WH-08,DRV-079,Kocaeli,İstanbul,2024-12-12,2024-12-19,2024-12-20,7,8,1,True,Araç Arızası,24.4,Gecikmeli Teslim,4.6,Economy,15.49
DEL-013930,ORD-013930,WH-03,DRV-059,İzmir,İzmir,2023-05-29,2023-06-05,2023-06-05,7,7,0,False,,28.24,Zamanında Teslim,4.5,Economy,16.14
DEL-013931,ORD-013931,WH-08,DRV-055,Kocaeli,Trabzon,2023-06-25,2023-07-02,2023-07-03,7,8,1,True,Yol Çalışması,2.99,Gecikmeli Teslim,3.1,Economy,0.95
DEL-013932,ORD-013932,WH-07,DRV-089,Konya,Samsun,2023-07-26,2023-07-27,2023-07-27,1,1,0,False,,2062.46,Zamanında Teslim,4.5,Express,235.71
DEL-013933,ORD-013933,WH-08,DRV-047,Kocaeli,Kocaeli,2023-12-20,2023-12-27,2023-12-27,7,7,0,False,,10.57,Zamanında Teslim,4.4,Economy,6.71
DEL-013934,ORD-013934,WH-03,DRV-092,İzmir,İstanbul,2023-03-14,2023-03-17,2023-03-17,3,3,0,False,,4.12,Zamanında Teslim,3.8,Standard,1.83
DEL-013935,ORD-013935,WH-08,DRV-098,Kocaeli,Mersin,2024-12-15,2024-12-22,2024-12-22,7,7,0,False,,17.39,Zamanında Teslim,4.7,Economy,9.94
DEL-013936,ORD-013936,WH-01,DRV-065,İstanbul,Adana,2023-04-13,2023-04-20,2023-04-20,7,7,0,False,,33.83,Zamanında Teslim,5.0,Economy,13.81
DEL-013937,ORD-013937,WH-06,DRV-042,Adana,Samsun,2023-04-01,2023-04-02,2023-04-04,1,3,2,True,Araç Arızası,30.62,Gecikmeli Teslim,3.2,Express,3.5
DEL-013938,ORD-013938,WH-05,DRV-084,Antalya,İstanbul,2024-12-08,2024-12-11,2024-12-11,3,3,0,False,,264.15,Zamanında Teslim,4.1,Standard,117.4
DEL-013939,ORD-013939,WH-02,DRV-024,Ankara,Gaziantep,2024-07-15,2024-07-18,2024-07-18,3,3,0,False,,6.19,Zamanında Teslim,4.1,Standard,1.77
DEL-013940,ORD-013940,WH-06,DRV-028,Adana,Bursa,2024-07-31,2024-08-07,2024-08-07,7,7,0,False,,10.19,Zamanında Teslim,4.5,Economy,6.47
